name	break5	break3	delread	wtread	heteroplasmy	sample	cluster	pt	total_depth	p_value	q_value
c152_f93.GABAergic_neuron	10844	11869	2	170	1.16279069767442	c152_f93	GABAergic_neuron	wt	172	0.2110818827128389	0.3423663584058385
c152_f93.GABAergic_neuron	1692	6449	2	236	0.840336134453782	c152_f93	GABAergic_neuron	wt	238	0.31673329610532064	0.4385909917061463
c152_f93.GABAergic_neuron	15485	15734	3	174	1.69491525423729	c152_f93	GABAergic_neuron	wt	177	0.07414395983633082	0.17392558391256263
c152_f93.GABAergic_neuron	1701	1916	4	424	0.934579439252336	c152_f93	GABAergic_neuron	wt	428	0.19089116698650566	0.3225377951877061
c152_f93.GABAergic_neuron	1196	6576	3	24	11.1111111111111	c152_f93	GABAergic_neuron	wt	27	0.0005619735987519858	0.005457281092805687
c152_f93.GABAergic_neuron	1530	8028	4	523	0.759013282732448	c152_f93	GABAergic_neuron	wt	527	0.275963575273375	0.4050463569869452
c152_f93.GABAergic_neuron	6117	14453	2	12	14.2857142857143	c152_f93	GABAergic_neuron	wt	14	0.0025936521428441273	0.016268519227622544
c152_f93.GABAergic_neuron	3902	3968	2	85	2.29885057471264	c152_f93	GABAergic_neuron	wt	87	0.07617315308723605	0.17669833721259104
c152_f93.GABAergic_neuron	6170	12997	6	24	20.0	c152_f93	GABAergic_neuron	wt	30	9.883450158287843e-08	4.819510372885524e-06
c152_f93.GABAergic_neuron	2207	12007	2	432	0.460829493087558	c152_f93	GABAergic_neuron	wt	434	0.5660498641728644	0.6441746885881907
c152_f93.GABAergic_neuron	11874	15796	5	180	2.7027027027027	c152_f93	GABAergic_neuron	wt	185	0.00730887027399274	0.035678930777779415
c152_f93.GABAergic_neuron	2373	3002	3	719	0.415512465373961	c152_f93	GABAergic_neuron	wt	722	0.5968039849312423	0.6676137325266858
c152_f93.GABAergic_neuron	3186	11950	2	156	1.26582278481013	c152_f93	GABAergic_neuron	wt	158	0.18805911960208044	0.31906027212698646
c152_f93.GABAergic_neuron	2376	5261	2	126	1.5625	c152_f93	GABAergic_neuron	wt	128	0.1390975343702956	0.26426783341821974
c152_f93.GABAergic_neuron	1222	14531	2	26	7.14285714285714	c152_f93	GABAergic_neuron	wt	28	0.010071526200100989	0.04383336978642801
c152_f93.GABAergic_neuron	1057	4087	2	164	1.20481927710843	c152_f93	GABAergic_neuron	wt	166	0.20121887156177964	0.3334043049078081
c152_f93.GABAergic_neuron	1829	7225	2	265	0.749063670411985	c152_f93	GABAergic_neuron	wt	267	0.36031990135892855	0.47639963634482246
c152_f93.GABAergic_neuron	9572	13937	3	116	2.52100840336134	c152_f93	GABAergic_neuron	wt	119	0.030510207026678726	0.09696130964680309
c152_f93.GABAergic_neuron	2069	9575	3	484	0.616016427104723	c152_f93	GABAergic_neuron	wt	487	0.4017359153899206	0.5126258796548369
c152_f93.GABAergic_neuron	1217	5321	2	116	1.69491525423729	c152_f93	GABAergic_neuron	wt	118	0.1231356444498235	0.24332032574289741
c152_f93.GABAergic_neuron	2965	9788	2	1225	0.162999185004075	c152_f93	GABAergic_neuron	wt	1227	0.9119994180057183	0.9178689215836512
c152_f93.GABAergic_neuron	1235	2186	2	436	0.45662100456621	c152_f93	GABAergic_neuron	wt	438	0.5700483939903187	0.6462923666865239
c152_f93.GABAergic_neuron	11871	15796	2	164	1.20481927710843	c152_f93	GABAergic_neuron	wt	166	0.20121887156177964	0.3334043049078081
c152_f93.GABAergic_neuron	3203	14389	2	28	6.66666666666667	c152_f93	GABAergic_neuron	wt	30	0.011480552313388515	0.048118581091697706
c152_f93.GABAergic_neuron	5359	10943	2	70	2.77777777777778	c152_f93	GABAergic_neuron	wt	72	0.055604664151419736	0.14564302305036517
c152_f93.GABAergic_neuron	15097	15661	3	278	1.06761565836299	c152_f93	GABAergic_neuron	wt	281	0.17980738735311774	0.3102218795279877
c152_f93.Glutamatergic_neuron	2066	8931	3	188	1.57068062827225	c152_f93	Glutamatergic_neuron	wt	191	0.08680980867289434	0.19250552338941068
c152_f93.Glutamatergic_neuron	1082	5302	2	46	4.16666666666667	c152_f93	Glutamatergic_neuron	wt	48	0.027363431329735732	0.0904469104084195
c152_f93.Glutamatergic_neuron	2216	8902	6	148	3.8961038961039	c152_f93	Glutamatergic_neuron	wt	154	0.0008499846914424847	0.007232046108239527
c152_f93.Glutamatergic_neuron	1732	5262	4	31	11.4285714285714	c152_f93	Glutamatergic_neuron	wt	35	7.979455398376967e-05	0.001239275007932861
c152_f93.Glutamatergic_neuron	9921	15597	3	72	4.0	c152_f93	Glutamatergic_neuron	wt	75	0.009682046805477906	0.042920901527705085
c152_f93.Microglia	797	15361	2	46	4.16666666666667	c152_f93	Microglia	wt	48	0.027363431329735732	0.0904469104084195
c152_f93.Microglia	4010	15636	2	94	2.08333333333333	c152_f93	Microglia	wt	96	0.08929625770289884	0.19610582502791585
c152_f93.Microglia	12361	13052	3	6	33.3333333333333	c152_f93	Microglia	wt	9	1.81034726924878e-05	0.0003800891141686674
c152_f93.Microglia	10950	11043	3	4	42.8571428571429	c152_f93	Microglia	wt	7	7.641416345016694e-06	0.00019578431143870459
c152_f93.Microglia	2251	2636	2	174	1.13636363636364	c152_f93	Microglia	wt	176	0.21764822030292752	0.3488987907648555
c152_f93.Microglia	8616	15655	2	96	2.04081632653061	c152_f93	Microglia	wt	98	0.09227838972132574	0.20023085999340298
c152_f93.Microglia	11414	13820	2	3	40.0	c152_f93	Microglia	wt	5	0.0002978666869281055	0.003472558933724829
c152_f93.Microglia	15274	15589	2	70	2.77777777777778	c152_f93	Microglia	wt	72	0.055604664151419736	0.14564302305036517
c152_f93.OPC	8469	13446	2	4	33.3333333333333	c152_f93	OPC	wt	6	0.00044460255892653233	0.004550312709943327
c152_f93.OPC	12357	12396	3	4	42.8571428571429	c152_f93	OPC	wt	7	7.641416345016694e-06	0.00019578431143870459
c152_f93.OPC	1145	14558	4	5	44.4444444444444	c152_f93	OPC	wt	9	2.3499054990772095e-07	9.776900402123985e-06
c152_f93.OPC	791	8897	2	82	2.38095238095238	c152_f93	OPC	wt	84	0.07191823946939879	0.17040188923392033
c152_f93.OPC	1104	14444	4	4	50.0	c152_f93	OPC	wt	8	1.315886574149161e-07	5.9084610037291534e-06
c152_f93.OPC	1529	8922	3	86	3.37078651685393	c152_f93	OPC	wt	89	0.01500398842361872	0.058607310509139435
c152_f93.OPC	4072	5308	2	84	2.32558139534884	c152_f93	OPC	wt	86	0.07474773165283011	0.17392558391256263
c152_f93.OPC	733	8923	3	104	2.80373831775701	c152_f93	OPC	wt	107	0.023656874275061357	0.08084696671997231
c152_f93.OPC	957	16220	3	32	8.57142857142857	c152_f93	OPC	wt	35	0.0011959948894233463	0.009582750571616387
c152_f93.Oligodendrocyte	911	9004	2	58	3.33333333333333	c152_f93	Oligodendrocyte	wt	60	0.04064147911571747	0.11814686396780688
c152_f93.Oligodendrocyte	2389	14268	3	28	9.67741935483871	c152_f93	Oligodendrocyte	wt	31	0.0008421782720100524	0.00720618578031243
c152_f93.Oligodendrocyte	8926	15655	6	130	4.41176470588235	c152_f93	Oligodendrocyte	wt	136	0.0004679187232882187	0.004696974173871928
c152_f93.Oligodendrocyte	6472	8923	4	74	5.12820512820513	c152_f93	Oligodendrocyte	wt	78	0.00157998565548656	0.011729765084135424
c152_f93.Oligodendrocyte	1081	12966	3	10	23.0769230769231	c152_f93	Oligodendrocyte	wt	13	6.006902846589224e-05	0.0010015185444589019
c152_f93.Oligodendrocyte	2853	15680	2	136	1.44927536231884	c152_f93	Oligodendrocyte	wt	138	0.15528971420724114	0.28592726509534655
c152_f93.Oligodendrocyte	1154	8090	2	150	1.31578947368421	c152_f93	Oligodendrocyte	wt	152	0.1781971827717943	0.30797417068219785
c152_f93.Oligodendrocyte	1548	6576	2	9	18.1818181818182	c152_f93	Oligodendrocyte	wt	11	0.001590695816260923	0.011729765084135424
c152_f93.Oligodendrocyte	5933	11907	3	54	5.26315789473684	c152_f93	Oligodendrocyte	wt	57	0.004671518883022752	0.02549378836884257
c152_f93.Oligodendrocyte	2485	7109	3	26	10.3448275862069	c152_f93	Oligodendrocyte	wt	29	0.0006932550854552577	0.006387105591889133
c152_f93.Oligodendrocyte	8558	12967	2	10	16.6666666666667	c152_f93	Oligodendrocyte	wt	12	0.0018995339540365253	0.012973473616800667
c152_f93.VC	950	14258	2	68	2.85714285714286	c152_f93	VC	wt	70	0.05300862682194596	0.1410763630501907
c152_f93.VC	3737	7401	5	8	38.4615384615385	c152_f93	VC	wt	13	2.2963519641372443e-08	1.352461838618494e-06
c152_f93.VC	6330	13993	7	14	33.3333333333333	c152_f93	VC	wt	21	2.6186219859170023e-10	2.8964513917399037e-08
c152_f93.VC	1940	4050	3	190	1.55440414507772	c152_f93	VC	wt	193	0.08867333451057213	0.1956854364989998
c152_f93.VC	1704	15500	2	166	1.19047619047619	c152_f93	VC	wt	168	0.20450784901991048	0.3363236641633699
c152_f93.VC	2208	12008	2	234	0.847457627118644	c152_f93	VC	wt	236	0.31365113004668	0.4360539162359577
c152_f93.VC	1289	4021	3	109	2.67857142857143	c152_f93	VC	wt	112	0.026410119076395455	0.08806609559665692
c152_f93.VC	1896	1970	2	212	0.934579439252336	c152_f93	VC	wt	214	0.27916863486261567	0.40695267087816206
c152_f93.VC	1139	5375	2	20	9.09090909090909	c152_f93	VC	wt	22	0.006334048039353335	0.03142768912304964
c152_f93.VC	6817	14334	2	4	33.3333333333333	c152_f93	VC	wt	6	0.00044460255892653233	0.004550312709943327
c152_f93.VC	2507	5320	3	98	2.97029702970297	c152_f93	VC	wt	101	0.02055087409418832	0.07416695024914409
c152_f93.VC	11260	11950	2	74	2.63157894736842	c152_f93	VC	wt	76	0.06090753325998255	0.1537926693219204
p120_f85.Astrocyte	2215	3202	3	482	0.618556701030928	p120_f85	Astrocyte	pd	485	0.3997609250350317	0.5114007884439686
p120_f85.Astrocyte	1147	11961	29	392	6.88836104513064	p120_f85	Astrocyte	pd	421	3.330424824810052e-11	4.442198994268702e-09
p120_f85.Astrocyte	1101	5428	9	10	47.3684210526316	p120_f85	Astrocyte	pd	19	9.459100169806334e-14	4.2897019270071723e-11
p120_f85.Dopaminergic_neuron	1083	8902	2	394	0.505050505050505	p120_f85	Dopaminergic_neuron	pd	396	0.5260116301454512	0.6130718948110051
p120_f85.Dopaminergic_neuron	4483	5319	7	706	0.981767180925666	p120_f85	Dopaminergic_neuron	pd	713	0.12319825392935024	0.24333801462090737
p120_f85.Dopaminergic_neuron	958	5227	10	726	1.35869565217391	p120_f85	Dopaminergic_neuron	pd	736	0.03127859169689284	0.09910874669560653
p120_f85.Dopaminergic_neuron	799	5299	2	1006	0.198412698412698	p120_f85	Dopaminergic_neuron	pd	1008	0.8699835132692597	0.8830293716822052
p120_f85.Dopaminergic_neuron	15531	15651	15	2074	0.718046912398277	p120_f85	Dopaminergic_neuron	pd	2089	0.2132201520035577	0.3449708845294806
p120_f85.Dopaminergic_neuron	956	8931	5	1187	0.419463087248322	p120_f85	Dopaminergic_neuron	pd	1192	0.57851740538927	0.6519822150696669
p120_f85.Dopaminergic_neuron	2389	9066	28	1830	1.50699677072121	p120_f85	Dopaminergic_neuron	pd	1858	0.006358374286660529	0.031513909715853
p120_f85.Dopaminergic_neuron	956	15536	8	984	0.806451612903226	p120_f85	Dopaminergic_neuron	pd	992	0.18997316180556867	0.3214657793986022
p120_f85.Dopaminergic_neuron	2209	5294	12	2760	0.432900432900433	p120_f85	Dopaminergic_neuron	pd	2772	0.5438605223519939	0.6256741422796277
p120_f85.Dopaminergic_neuron	6018	12815	7	34	17.0731707317073	p120_f85	Dopaminergic_neuron	pd	41	4.001909725825925e-08	2.2405753835334037e-06
p120_f85.Dopaminergic_neuron	764	9055	2	1236	0.161550888529887	p120_f85	Dopaminergic_neuron	pd	1238	0.913629849782316	0.9188980635978716
p120_f85.Dopaminergic_neuron	5471	14401	2	97	2.02020202020202	p120_f85	Dopaminergic_neuron	pd	99	0.0937776493496435	0.2023223785921186
p120_f85.Dopaminergic_neuron	1063	7468	19	464	3.93374741200828	p120_f85	Dopaminergic_neuron	pd	483	2.8274526864269234e-06	8.66384995469331e-05
p120_f85.Dopaminergic_neuron	2074	11813	2	2078	0.0961538461538462	p120_f85	Dopaminergic_neuron	pd	2080	0.9746744098104841	0.9753196046978256
p120_f85.Dopaminergic_neuron	3186	9787	9	2450	0.366002440016267	p120_f85	Dopaminergic_neuron	pd	2459	0.6497716191849234	0.7061381004082501
p120_f85.Dopaminergic_neuron	1691	11391	6	670	0.887573964497041	p120_f85	Dopaminergic_neuron	pd	676	0.1716619883014492	0.3019732804294306
p120_f85.Dopaminergic_neuron	14440	15070	2	64	3.03030303030303	p120_f85	Dopaminergic_neuron	pd	66	0.04793458340069867	0.13127013026700993
p120_f85.Dopaminergic_neuron	1885	15499	4	1083	0.367985280588776	p120_f85	Dopaminergic_neuron	pd	1087	0.6515539346307442	0.7075663538195462
p120_f85.Dopaminergic_neuron	10820	11064	21	260	7.47330960854093	p120_f85	Dopaminergic_neuron	pd	281	2.5874036246875676e-10	2.8964513917399037e-08
p120_f85.Dopaminergic_neuron	2064	4092	42	2790	1.48305084745763	p120_f85	Dopaminergic_neuron	pd	2832	0.00517244379472126	0.0275781420299551
p120_f85.Dopaminergic_neuron	2396	4039	18	1779	1.0016694490818	p120_f85	Dopaminergic_neuron	pd	1797	0.07005134883351971	0.16764267385752607
p120_f85.Dopaminergic_neuron	7239	8926	37	907	3.91949152542373	p120_f85	Dopaminergic_neuron	pd	944	1.0673931138960313e-07	4.939416093386227e-06
p120_f85.Dopaminergic_neuron	1105	11950	8	1098	0.723327305605787	p120_f85	Dopaminergic_neuron	pd	1106	0.24249814884990173	0.3740575187191511
p120_f85.Dopaminergic_neuron	825	9668	7	566	1.2216404886562	p120_f85	Dopaminergic_neuron	pd	573	0.065354205220998	0.16081460698710034
p120_f85.Dopaminergic_neuron	8639	11331	11	44	20.0	p120_f85	Dopaminergic_neuron	pd	55	8.565925746495395e-12	1.3873740450127364e-09
p120_f85.Dopaminergic_neuron	1115	9065	27	850	3.07867730900798	p120_f85	Dopaminergic_neuron	pd	877	1.025394065123919e-05	0.00024474537291247227
p120_f85.Dopaminergic_neuron	10836	11994	11	1213	0.898692810457516	p120_f85	Dopaminergic_neuron	pd	1224	0.12571590704913582	0.24669910794800126
p120_f85.Dopaminergic_neuron	14882	15700	24	2376	1.0	p120_f85	Dopaminergic_neuron	pd	2400	0.06273097355918422	0.1571725598840485
p120_f85.Dopaminergic_neuron	1804	5309	11	978	1.11223458038423	p120_f85	Dopaminergic_neuron	pd	989	0.0622964445608708	0.1562579513736444
p120_f85.Dopaminergic_neuron	2376	8205	5	2848	0.175254118471784	p120_f85	Dopaminergic_neuron	pd	2853	0.9187813483987081	0.9234648526126199
p120_f85.Dopaminergic_neuron	2489	9915	17	736	2.25763612217796	p120_f85	Dopaminergic_neuron	pd	753	0.0007361162489690765	0.006716875631941171
p120_f85.Dopaminergic_neuron	3019	14246	10	1958	0.508130081300813	p120_f85	Dopaminergic_neuron	pd	1968	0.4424653217645286	0.5461568411002006
p120_f85.Dopaminergic_neuron	2409	11863	3	1298	0.230591852421214	p120_f85	Dopaminergic_neuron	pd	1301	0.8385496020336014	0.855913221972177
p120_f85.Dopaminergic_neuron	5261	10585	5	190	2.56410256410256	p120_f85	Dopaminergic_neuron	pd	195	0.008851792487630683	0.04022332558257029
p120_f85.Dopaminergic_neuron	766	8860	4	479	0.82815734989648	p120_f85	Dopaminergic_neuron	pd	483	0.23808501270324922	0.3705251267867336
p120_f85.Dopaminergic_neuron	13950	14226	14	164	7.86516853932584	p120_f85	Dopaminergic_neuron	pd	178	1.1031425217744584e-08	7.146787623210242e-07
p120_f85.Dopaminergic_neuron	959	5381	2	1169	0.170794192997438	p120_f85	Dopaminergic_neuron	pd	1171	0.9030840302235926	0.9109177217669022
p120_f85.Dopaminergic_neuron	1852	14176	21	754	2.70967741935484	p120_f85	Dopaminergic_neuron	pd	775	8.876674120450456e-05	0.001351199647398246
p120_f85.Dopaminergic_neuron	1103	11992	22	1043	2.06572769953052	p120_f85	Dopaminergic_neuron	pd	1065	0.000857071296869627	0.00727868601367745
p120_f85.Dopaminergic_neuron	11807	11980	5	1304	0.381970970206264	p120_f85	Dopaminergic_neuron	pd	1309	0.6298572484380485	0.6916229108151453
p120_f85.Dopaminergic_neuron	1039	9853	28	2742	1.01083032490975	p120_f85	Dopaminergic_neuron	pd	2770	0.0566714227419951	0.14770396674422287
p120_f85.Dopaminergic_neuron	9148	12953	4	123	3.1496062992126	p120_f85	Dopaminergic_neuron	pd	127	0.00812413617827179	0.038139707627808044
p120_f85.Dopaminergic_neuron	1097	8228	13	662	1.92592592592593	p120_f85	Dopaminergic_neuron	pd	675	0.0037834063745110225	0.021997112703086522
p120_f85.Dopaminergic_neuron	1503	11972	34	1217	2.71782573940847	p120_f85	Dopaminergic_neuron	pd	1251	2.2231397471372816e-05	0.00045210487682814226
p120_f85.Dopaminergic_neuron	1211	14255	15	136	9.93377483443709	p120_f85	Dopaminergic_neuron	pd	151	2.832638568150969e-10	3.058575215848725e-08
p120_f85.Dopaminergic_neuron	2208	12008	26	3106	0.830140485312899	p120_f85	Dopaminergic_neuron	pd	3132	0.1241354884538236	0.24499043455037312
p120_f85.Dopaminergic_neuron	2223	14491	12	2474	0.482703137570394	p120_f85	Dopaminergic_neuron	pd	2486	0.4716010753099418	0.5685761622037477
p120_f85.Dopaminergic_neuron	2369	9075	18	1964	0.908173562058527	p120_f85	Dopaminergic_neuron	pd	1982	0.1005682800312846	0.21220052678281828
p120_f85.Dopaminergic_neuron	3721	4155	5	262	1.87265917602996	p120_f85	Dopaminergic_neuron	pd	267	0.025858662038017233	0.08667334245558622
p120_f85.Dopaminergic_neuron	675	12008	9	1145	0.779896013864818	p120_f85	Dopaminergic_neuron	pd	1154	0.19770341586058415	0.32963954502416487
p120_f85.Dopaminergic_neuron	2524	5438	10	417	2.34192037470726	p120_f85	Dopaminergic_neuron	pd	427	0.0021687429758013854	0.014570739844828567
p120_f85.Dopaminergic_neuron	1094	8899	2	218	0.909090909090909	p120_f85	Dopaminergic_neuron	pd	220	0.2886727951758741	0.4157291604073004
p120_f85.Dopaminergic_neuron	2254	11299	17	2049	0.822846079380445	p120_f85	Dopaminergic_neuron	pd	2066	0.14148071809478735	0.2680096309773854
p120_f85.Dopaminergic_neuron	1097	9073	21	774	2.64150943396226	p120_f85	Dopaminergic_neuron	pd	795	0.00011285820071871289	0.001609471510249569
p120_f85.Dopaminergic_neuron	4070	10893	10	1164	0.851788756388416	p120_f85	Dopaminergic_neuron	pd	1174	0.1521439281480813	0.28162151598022395
p120_f85.Dopaminergic_neuron	960	7953	8	1124	0.706713780918728	p120_f85	Dopaminergic_neuron	pd	1132	0.2545999053251964	0.38499852305760773
p120_f85.Dopaminergic_neuron	3537	12008	2	880	0.226757369614512	p120_f85	Dopaminergic_neuron	pd	882	0.8345116245792512	0.8525591839303681
p120_f85.Dopaminergic_neuron	1796	5270	3	508	0.587084148727984	p120_f85	Dopaminergic_neuron	pd	511	0.4250356453244376	0.5324686882724654
p120_f85.Dopaminergic_neuron	2075	8028	14	4472	0.312082032991529	p120_f85	Dopaminergic_neuron	pd	4486	0.7377891302147128	0.7745078022045654
p120_f85.Dopaminergic_neuron	2499	5279	9	694	1.28022759601707	p120_f85	Dopaminergic_neuron	pd	703	0.04389235578744388	0.12440739593503626
p120_f85.Dopaminergic_neuron	7427	13707	11	7	61.1111111111111	p120_f85	Dopaminergic_neuron	pd	18	0.0	0.0
p120_f85.Dopaminergic_neuron	2065	11978	19	2922	0.64603876232574	p120_f85	Dopaminergic_neuron	pd	2941	0.2659271016039617	0.3964429341794761
p120_f85.Dopaminergic_neuron	2459	3126	4	1196	0.333333333333333	p120_f85	Dopaminergic_neuron	pd	1200	0.6995514239312761	0.7443014547420861
p120_f85.Dopaminergic_neuron	2146	3079	6	3690	0.162337662337662	p120_f85	Dopaminergic_neuron	pd	3696	0.9355334191642574	0.9384304481110168
p120_f85.Dopaminergic_neuron	2372	14448	4	1200	0.332225913621262	p120_f85	Dopaminergic_neuron	pd	1204	0.7011097086199216	0.7454941450390022
p120_f85.Dopaminergic_neuron	2256	8921	6	2384	0.251046025104602	p120_f85	Dopaminergic_neuron	pd	2390	0.8233786896045168	0.8434656330147918
p120_f85.Dopaminergic_neuron	6356	15609	2	1036	0.192678227360308	p120_f85	Dopaminergic_neuron	pd	1038	0.8770125165343591	0.8885727798220103
p120_f85.Dopaminergic_neuron	1527	3674	16	32	33.3333333333333	p120_f85	Dopaminergic_neuron	pd	48	7.396305790052793e-13	1.7653814083099692e-10
p120_f85.Dopaminergic_neuron	2411	12061	4	1187	0.335852225020991	p120_f85	Dopaminergic_neuron	pd	1191	0.696011744354033	0.7416384540990459
p120_f85.Dopaminergic_neuron	7816	8027	8	2667	0.299065420560748	p120_f85	Dopaminergic_neuron	pd	2675	0.7547029297607102	0.7885602674739265
p120_f85.Dopaminergic_neuron	5303	10994	4	753	0.528401585204756	p120_f85	Dopaminergic_neuron	pd	757	0.45912761759643805	0.5604693797576976
p120_f85.GABAergic_neuron	2218	9850	21	2358	0.882723833543506	p120_f85	GABAergic_neuron	pd	2379	0.10582631632420136	0.21967428854936832
p120_f85.GABAergic_neuron	1991	8189	8	2247	0.354767184035477	p120_f85	GABAergic_neuron	pd	2255	0.6675577398268286	0.7201175904173805
p120_f85.GABAergic_neuron	2211	4088	31	1520	1.99871050934881	p120_f85	GABAergic_neuron	pd	1551	0.0006335752125897764	0.005985965810613825
p120_f85.GABAergic_neuron	1835	4092	13	594	2.14168039538715	p120_f85	GABAergic_neuron	pd	607	0.001968362290015957	0.013423342834920849
p120_f85.GABAergic_neuron	1694	9026	31	714	4.16107382550336	p120_f85	GABAergic_neuron	pd	745	1.0146502693597625e-07	4.895147842070769e-06
p120_f85.GABAergic_neuron	2254	11950	22	1298	1.66666666666667	p120_f85	GABAergic_neuron	pd	1320	0.004177685221231631	0.023682253097856806
p120_f85.GABAergic_neuron	2414	9787	19	1836	1.02425876010782	p120_f85	GABAergic_neuron	pd	1855	0.06258760765916938	0.15690149294324662
p120_f85.GABAergic_neuron	4050	14951	4	440	0.900900900900901	p120_f85	GABAergic_neuron	pd	444	0.20453818429163706	0.3363236641633699
p120_f85.GABAergic_neuron	959	5381	9	652	1.36157337367625	p120_f85	GABAergic_neuron	pd	661	0.0347578040417168	0.10593188261370005
p120_f85.GABAergic_neuron	961	8028	8	1993	0.399800099950025	p120_f85	GABAergic_neuron	pd	2001	0.5987391515076091	0.669005449193983
p120_f85.GABAergic_neuron	1133	9698	15	254	5.57620817843866	p120_f85	GABAergic_neuron	pd	269	2.759782929961929e-07	1.1075766006528627e-05
p120_f85.GABAergic_neuron	7965	8229	8	659	1.19940029985008	p120_f85	GABAergic_neuron	pd	667	0.06152016164188712	0.15516903951388103
p120_f85.GABAergic_neuron	2357	11949	29	1030	2.73843248347498	p120_f85	GABAergic_neuron	pd	1059	3.123015208361668e-05	0.0006078486682369169
p120_f85.GABAergic_neuron	1098	8925	18	178	9.18367346938776	p120_f85	GABAergic_neuron	pd	196	7.50424167250685e-11	9.197766482383396e-09
p120_f85.GABAergic_neuron	2483	8934	2	406	0.490196078431373	p120_f85	GABAergic_neuron	pd	408	0.5390637468144712	0.6230005330794157
p120_f85.GABAergic_neuron	8843	8931	5	287	1.71232876712329	p120_f85	GABAergic_neuron	pd	292	0.034263758726680194	0.10470764543496945
p120_f85.GABAergic_neuron	961	8027	8	1995	0.399400898652022	p120_f85	GABAergic_neuron	pd	2003	0.5993357424411625	0.6694550719139587
p120_f85.GABAergic_neuron	953	5320	18	888	1.98675496688742	p120_f85	GABAergic_neuron	pd	906	0.0016741495703692655	0.012206219134444724
p120_f85.GABAergic_neuron	6063	6078	3	12	20.0	p120_f85	GABAergic_neuron	pd	15	9.434544311404114e-05	0.0013801825307166986
p120_f85.GABAergic_neuron	1099	10863	12	88	12.0	p120_f85	GABAergic_neuron	pd	100	6.257450113622554e-10	5.675507253055657e-08
p120_f85.GABAergic_neuron	1118	9010	33	308	9.67741935483871	p120_f85	GABAergic_neuron	pd	341	1.042943509332872e-12	2.3648744074122874e-10
p120_f85.GABAergic_neuron	1135	5370	10	329	2.94985250737463	p120_f85	GABAergic_neuron	pd	339	0.0005378070163428728	0.005330947583035948
p120_f85.GABAergic_neuron	1228	5295	38	450	7.78688524590164	p120_f85	GABAergic_neuron	pd	488	1.5856205237696486e-12	3.42418527395017e-10
p120_f85.GABAergic_neuron	2522	9027	29	550	5.00863557858376	p120_f85	GABAergic_neuron	pd	579	8.36333957643376e-09	5.519200345220009e-07
p120_f85.GABAergic_neuron	918	11961	4	758	0.5249343832021	p120_f85	GABAergic_neuron	pd	762	0.4626907508973177	0.5617945261899159
p120_f85.GABAergic_neuron	5022	5303	25	440	5.37634408602151	p120_f85	GABAergic_neuron	pd	465	8.166720077973366e-09	5.519200345220009e-07
p120_f85.GABAergic_neuron	1940	4050	24	976	2.4	p120_f85	GABAergic_neuron	pd	1000	0.00019477735604367385	0.00247407944203603
p120_f85.GABAergic_neuron	3609	3791	2	40	4.76190476190476	p120_f85	GABAergic_neuron	pd	42	0.02147624872900733	0.07650808168581952
p120_f85.GABAergic_neuron	675	12008	8	534	1.4760147601476	p120_f85	GABAergic_neuron	pd	542	0.029267747272898936	0.09496910065436599
p120_f85.GABAergic_neuron	2398	15798	10	734	1.34408602150538	p120_f85	GABAergic_neuron	pd	744	0.03268299490139848	0.10186761641088804
p120_f85.GABAergic_neuron	2208	12008	108	1375	7.28253540121376	p120_f85	GABAergic_neuron	pd	1483	5.441203043687892e-13	1.6450570535416395e-10
p120_f85.GABAergic_neuron	1222	4137	8	256	3.03030303030303	p120_f85	GABAergic_neuron	pd	264	0.001008012725724594	0.008384910330657955
p120_f85.GABAergic_neuron	1835	8930	4	386	1.02564102564103	p120_f85	GABAergic_neuron	pd	390	0.15903186878249265	0.28991629886342135
p120_f85.GABAergic_neuron	955	3959	25	429	5.50660792951542	p120_f85	GABAergic_neuron	pd	454	5.650372059129438e-09	4.067370998119365e-07
p120_f85.GABAergic_neuron	951	5372	11	738	1.46862483311081	p120_f85	GABAergic_neuron	pd	749	0.02008019454047505	0.07343845342020512
p120_f85.GABAergic_neuron	961	7955	11	646	1.67427701674277	p120_f85	GABAergic_neuron	pd	657	0.010781734677443033	0.0461710734298434
p120_f85.GABAergic_neuron	1103	5366	11	355	3.00546448087432	p120_f85	GABAergic_neuron	pd	366	0.0003376964567493035	0.003847872943110782
p120_f85.GABAergic_neuron	1118	9788	29	1357	2.09235209235209	p120_f85	GABAergic_neuron	pd	1386	0.0004681438426880069	0.004696974173871928
p120_f85.GABAergic_neuron	949	4130	7	670	1.03397341211226	p120_f85	GABAergic_neuron	pd	677	0.10701188596671662	0.2213843449995497
p120_f85.GABAergic_neuron	1223	10204	26	382	6.37254901960784	p120_f85	GABAergic_neuron	pd	408	3.7715919276593013e-10	3.639184977007432e-08
p120_f85.GABAergic_neuron	2042	11331	2	728	0.273972602739726	p120_f85	GABAergic_neuron	pd	730	0.7746895575790659	0.8030210613991002
p120_f85.Glutamatergic_neuron	2321	12087	7	852	0.814901047729919	p120_f85	Glutamatergic_neuron	pd	859	0.1949127892789727	0.32701794279694457
p120_f85.Glutamatergic_neuron	2205	12001	33	2123	1.53061224489796	p120_f85	Glutamatergic_neuron	pd	2156	0.004951556585968353	0.0267007242774869
p120_f85.Glutamatergic_neuron	1080	11864	4	540	0.735294117647059	p120_f85	Glutamatergic_neuron	pd	544	0.29049772573020105	0.41769409834700755
